did,handle,canonical_url,a_rkey,a_created_at,a_text,b_rkey,b_created_at,b_text,gap_hours,text_jaccard,offline_core_jaccard,offline_core_sequence,offline_gap_hours,selected_target,target_flags,a_uri,b_uri,a_text_live,b_text_live,a_created_at_live,b_created_at_live,gap_hours_live,core_jaccard_live,core_sequence_live,a_reposts,b_reposts,winner_reposts,loser_reposts,repost_margin,winner_loser_ratio,repost_winner,decisive_outcome,a_likes,b_likes,a_quotes,b_quotes,reasons
did:plc:v7zhi5jtvirsxlvoixvt672w,mikemadowitz.bsky.social,rooseveltinstitute.org/publications/parents-need-childcare-they-can-count-on-new-evidence-on-childcare-related-work-disruptions-and-mothers-employment,3mu2wy2odnc24,2026-08-27T13:22:58Z,"Great charts throughout, but this is the bottom line and, imo, speaks to a huge hidden piece of the motherhood penalty

rooseveltinstitute.org/publications...",3mu2y5i2vjk2b,2026-08-27T13:43:54Z,"For the Sickos: we did probit results for a general audience.
Chart: what makes it better/worse

Behold:
rooseveltinstitute.org/publications...",0.35,0.1316,0.1316,0.4196,0.3489,rooseveltinstitute.org/publications/parents-need-childcare-they-can-count-on-new-evidence-on-childcare-related-work-disruptions-and-mothers-employment,,at://did:plc:v7zhi5jtvirsxlvoixvt672w/app.bsky.feed.post/3mu2wy2odnc24,at://did:plc:v7zhi5jtvirsxlvoixvt672w/app.bsky.feed.post/3mu2y5i2vjk2b,"Great charts throughout, but this is the bottom line and, imo, speaks to a huge hidden piece of the motherhood penalty

rooseveltinstitute.org/publications...","For the Sickos: we did probit results for a general audience.
Chart: what makes it better/worse

Behold:
rooseveltinstitute.org/publications...",2026-08-27T13:22:58.832000+00:00,2026-08-27T13:43:54.388000+00:00,0.3488,0.1316,0.4196,18,2,18,2,16,9.0,A,1,69,8,0,0,
did:plc:ajs44axlbhbcfeox6p25cjqs,mcduff.bsky.social,spot.fund/drb68q8sc,3mu27zsa4bc2p,2026-08-27T06:32:21Z,"Khalil needs to raise another $140 to pay the rent on his tent today. He cannot raise enough to cover his rent and food and medical bills.  Please help in whatever way you can.
spot.fund/drb68q8sc",3mu366mqr2k24,2026-08-27T15:31:55Z,"There is only $25 left of Khalil's target today. Please help him reach it.
spot.fund/drb68q8sc",8.99,0.1667,0.1667,0.3972,8.9928,spot.fund/drb68q8sc,,at://did:plc:ajs44axlbhbcfeox6p25cjqs/app.bsky.feed.post/3mu27zsa4bc2p,at://did:plc:ajs44axlbhbcfeox6p25cjqs/app.bsky.feed.post/3mu366mqr2k24,"Khalil needs to raise another $140 to pay the rent on his tent today. He cannot raise enough to cover his rent and food and medical bills.  Please help in whatever way you can.
spot.fund/drb68q8sc","There is only $25 left of Khalil's target today. Please help him reach it.
spot.fund/drb68q8sc",2026-08-27T06:32:21.018000+00:00,2026-08-27T15:31:55.306000+00:00,8.9929,0.1667,0.3972,18,4,18,4,14,4.5,A,1,7,1,1,0,
did:plc:oouj5xse6knq6qtggefzj6b5,fife4europe.bsky.social,thelondoneconomic.com/politics/labour-can-be-much-more-pro-eu-without-losing-support-sir-john-curtis-409185,3mu33xbhfb22v,2026-08-27T14:52:01Z,Labour spending years tip-toeing around Brexit for fear of scaring off voters who didn't elect them anyway is top-tier strategy. It turns out avoiding the elephant in the room doesn't make it disappear—it just eats up all the electoral space. 🐘,3mu33z5zbxc2v,2026-08-27T14:53:04Z,"1/2 Cowering from closer EU ties out of fear of Leave voters makes little electoral sense. As Sir John Curtice points out, Labour’s base remains overwhelmingly pro-European, while attempts to appease Brexit voters haven't delivered. Isn't it time to embrace reality? 🇪🇺 #FBPE",0.02,0.1233,0.125,0.008,0.0175,thelondoneconomic.com/politics/labour-can-be-much-more-pro-eu-without-losing-support-sir-john-curtis-409185,,at://did:plc:oouj5xse6knq6qtggefzj6b5/app.bsky.feed.post/3mu33xbhfb22v,at://did:plc:oouj5xse6knq6qtggefzj6b5/app.bsky.feed.post/3mu33z5zbxc2v,Labour spending years tip-toeing around Brexit for fear of scaring off voters who didn't elect them anyway is top-tier strategy. It turns out avoiding the elephant in the room doesn't make it disappear—it just eats up all the electoral space. 🐘,"1/2 Cowering from closer EU ties out of fear of Leave voters makes little electoral sense. As Sir John Curtice points out, Labour’s base remains overwhelmingly pro-European, while attempts to appease Brexit voters haven't delivered. Isn't it time to embrace reality? 🇪🇺 #FBPE",2026-08-27T14:52:01.095000+00:00,2026-08-27T14:53:04.600000+00:00,0.0176,0.125,0.008,3,17,17,3,14,5.6667,B,1,5,30,0,0,
did:plc:zpwka3ky6phhcwmwor4tu5xj,kff.org,on.kff.org/4y0pRuZ,3mu32mg47ql2z,2026-08-27T14:28:03Z,"New KFF polling shows LGBTQ+ adults face greater challenges in accessing & affording health care compared to their non-LGBTQ+ peers.

Cost challenges are especially high for trans adults and LGBTQ+ adults who are younger, those with lower incomes & those without insurance: https://on.kff.org/4y0pRuZ",3mu3ar4ghjm2r,2026-08-27T16:18:03Z,"4 in 10 LGBTQ+ adults — including 6 in 10 trans adults — say that their insurer delayed or denied needed care in the past two years. That compares to 1 in 4 non-LGBTQ+ adults. 
 
Our new poll has the details: https://on.kff.org/4y0pRuZ",1.83,0.1636,0.1636,0.3231,1.8333,on.kff.org/4y0pRuZ,,at://did:plc:zpwka3ky6phhcwmwor4tu5xj/app.bsky.feed.post/3mu32mg47ql2z,at://did:plc:zpwka3ky6phhcwmwor4tu5xj/app.bsky.feed.post/3mu3ar4ghjm2r,"New KFF polling shows LGBTQ+ adults face greater challenges in accessing & affording health care compared to their non-LGBTQ+ peers.

Cost challenges are especially high for trans adults and LGBTQ+ adults who are younger, those with lower incomes & those without insurance: https://on.kff.org/4y0pRuZ","4 in 10 LGBTQ+ adults — including 6 in 10 trans adults — say that their insurer delayed or denied needed care in the past two years. That compares to 1 in 4 non-LGBTQ+ adults. 
 
Our new poll has the details: https://on.kff.org/4y0pRuZ",2026-08-27T14:28:03.010031+00:00,2026-08-27T16:18:03.086275+00:00,1.8334,0.1636,0.3231,4,16,16,4,12,4.0,B,1,4,31,0,1,
did:plc:x3yhyw5sdhzk4w7f7vh2fhnt,everydoctor.org.uk,everydoctor.eaction.org.uk/save-the-nhs-write-to-yvette-cooper,3mu2lsuiky52y,2026-08-27T10:03:13Z,"The NHS is at a breaking point, but collective pressure works. 

We’ve made it effortless to demand action from Yvette Cooper. 

Send our letter today: everydoctor.eaction.org.uk/save-the-nhs...

Together, we won't be ignored.",3mu3a7acxwp2a,2026-08-27T16:08:03Z,"From espresso to evening walks, some of the best things start with E! 

But the absolute best? The EveryDoctor community standing together for NHS staff and patients.

Become a monthly donor today: everydoctor.eaction.org.uk/save-the-nhs...",6.08,0.2321,0.2321,0.0227,6.0806,everydoctor.eaction.org.uk/save-the-nhs-write-to-yvette-cooper,,at://did:plc:x3yhyw5sdhzk4w7f7vh2fhnt/app.bsky.feed.post/3mu2lsuiky52y,at://did:plc:x3yhyw5sdhzk4w7f7vh2fhnt/app.bsky.feed.post/3mu3a7acxwp2a,"The NHS is at a breaking point, but collective pressure works. 

We’ve made it effortless to demand action from Yvette Cooper. 

Send our letter today: everydoctor.eaction.org.uk/save-the-nhs...

Together, we won't be ignored.","From espresso to evening walks, some of the best things start with E! 

But the absolute best? The EveryDoctor community standing together for NHS staff and patients.

Become a monthly donor today: everydoctor.eaction.org.uk/save-the-nhs...",2026-08-27T10:03:13.391000+00:00,2026-08-27T16:08:03.289000+00:00,6.0805,0.2321,0.0227,15,6,15,6,9,2.5,A,1,19,17,0,0,
did:plc:4jphg72g3zncjlbpvvagqvbs,okane.fyi,techcrunch.com/2026/08/27/sprains-pain-and-whiplash-waymo-and-zoox-test-drivers-are-getting-hurt-as-robotaxis-scale,3mu33bonmw324,2026-08-27T14:39:56Z,"New investigation from me: Waymo and Zoox test drivers were injured dozens of times across 2024/2025 as a result of harsh braking -- often for no apparent reason -- or erratic movement by the autonomous vehicles.

More on @techcrunch.com but a short thread below.

techcrunch.com/2026/08/27/s...",3mu3ctnudem2k,2026-08-27T16:55:15Z,"In one case, a test driver reported that the car “suddenly backed up” while parking itself and “whipped the steering wheel,” catching his left hand and bending it “to the point he heard a crack in his wrist.” The employee spent more than two months away from work as a result.",2.26,0.0988,0.0988,0.0188,2.2553,techcrunch.com/2026/08/27/sprains-pain-and-whiplash-waymo-and-zoox-test-drivers-are-getting-hurt-as-robotaxis-scale,,at://did:plc:4jphg72g3zncjlbpvvagqvbs/app.bsky.feed.post/3mu33bonmw324,at://did:plc:4jphg72g3zncjlbpvvagqvbs/app.bsky.feed.post/3mu3ctnudem2k,"New investigation from me: Waymo and Zoox test drivers were injured dozens of times across 2024/2025 as a result of harsh braking -- often for no apparent reason -- or erratic movement by the autonomous vehicles.

More on @techcrunch.com but a short thread below.

techcrunch.com/2026/08/27/s...","In one case, a test driver reported that the car “suddenly backed up” while parking itself and “whipped the steering wheel,” catching his left hand and bending it “to the point he heard a crack in his wrist.” The employee spent more than two months away from work as a result.",2026-08-27T14:39:56.692000+00:00,2026-08-27T16:55:15.941000+00:00,2.2553,0.0988,0.0188,14,1,14,1,13,14.0,A,1,38,4,4,0,
did:plc:efq5p3kzojiykjuowfzlaaa7,kachelmannwetter.com,youtube.com/watch?v=OSYMM8-wL88,3mu35emgzr22c,2026-08-27T15:17:22Z,"Live! Gewitterlage bis Freitag - alle Infos - Blick nach Frankreich!

Gleich gehts los - direkt zum Stream bei Youtube:
www.youtube.com/watch?v=OSYM...
/FR",3mu3a5ruwqs26,2026-08-27T16:07:14Z,"Eine Superzelle in Frankreich bei Dole. Wir sind live und berichten auch über die Gewitter-Entwicklung bei uns am Abend und am Freitag.
www.youtube.com/watch?v=OSYM... /LD",0.83,0.2500,0.1143,0.379,0.8311,youtube.com/watch?v=OSYMM8-wL88,,at://did:plc:efq5p3kzojiykjuowfzlaaa7/app.bsky.feed.post/3mu35emgzr22c,at://did:plc:efq5p3kzojiykjuowfzlaaa7/app.bsky.feed.post/3mu3a5ruwqs26,"Live! Gewitterlage bis Freitag - alle Infos - Blick nach Frankreich!

Gleich gehts los - direkt zum Stream bei Youtube:
www.youtube.com/watch?v=OSYM...
/FR","Eine Superzelle in Frankreich bei Dole. Wir sind live und berichten auch über die Gewitter-Entwicklung bei uns am Abend und am Freitag.
www.youtube.com/watch?v=OSYM... /LD",2026-08-27T15:17:22.573000+00:00,2026-08-27T16:07:14.610000+00:00,0.8311,0.1143,0.379,4,14,14,4,10,3.5,B,1,17,51,1,0,
did:plc:axd6rc7a663r6iua6vh7qfom,gkids.com,brnw.ch/21x5fM5,3mu2zhjnmgk2l,2026-08-27T14:07:25Z,"Country roads, take me home. Studio Ghibli’s beloved classic WHISPER OF THE HEART comes to IMAX in the UK & Ireland starting 16 September!

Tickets on sale now
brnw.ch/21x5fM5",3mu2zjrwoyc2l,2026-08-27T14:08:41Z,"Yoshifumi Kondo’s timeless story of passion and inspiration, WHISPER OF THE HEART opens in IMAX cinemas in the UK & Ireland from 16 September.

Tickets on sale now
brnw.ch/21x5fM5",0.02,0.4500,0.45,0.6589,0.0211,brnw.ch/21x5fM5,,at://did:plc:axd6rc7a663r6iua6vh7qfom/app.bsky.feed.post/3mu2zhjnmgk2l,at://did:plc:axd6rc7a663r6iua6vh7qfom/app.bsky.feed.post/3mu2zjrwoyc2l,"Country roads, take me home. Studio Ghibli’s beloved classic WHISPER OF THE HEART comes to IMAX in the UK & Ireland starting 16 September!

Tickets on sale now
brnw.ch/21x5fM5","Yoshifumi Kondo’s timeless story of passion and inspiration, WHISPER OF THE HEART opens in IMAX cinemas in the UK & Ireland from 16 September.

Tickets on sale now
brnw.ch/21x5fM5",2026-08-27T14:07:25.336000+00:00,2026-08-27T14:08:41.134000+00:00,0.0211,0.45,0.6589,14,5,14,5,9,2.8,A,1,39,35,2,0,
did:plc:yjzbwtf5ikxxifew7yrycxff,jurymgmt.bsky.social,static.klipy.com/ii/935d7ab9d8c6202580a668421940ec81/1e/f5/HWbQHmuW.gif?hh=161&mp4=v6DnYV7n&webm=vZTSvtp0ysiT04f2Y&ww=220,3mtzsi7uohs2l,2026-08-27T02:29:52Z,just realized taran is going to have to give yash and barrett their flowers now #bb28,3mu2zopl4uc2l,2026-08-27T14:11:26Z,after 3 years of living in my apartment I have discovered I don't have to get on the highway to get downtown and it takes me the same amount of time,11.69,0.0789,0.0811,0.3348,11.6928,static.klipy.com/ii/935d7ab9d8c6202580a668421940ec81/1e/f5/HWbQHmuW.gif?hh=161&mp4=v6DnYV7n&webm=vZTSvtp0ysiT04f2Y&ww=220,,at://did:plc:yjzbwtf5ikxxifew7yrycxff/app.bsky.feed.post/3mtzsi7uohs2l,at://did:plc:yjzbwtf5ikxxifew7yrycxff/app.bsky.feed.post/3mu2zopl4uc2l,just realized taran is going to have to give yash and barrett their flowers now #bb28,after 3 years of living in my apartment I have discovered I don't have to get on the highway to get downtown and it takes me the same amount of time,2026-08-27T02:29:52.708000+00:00,2026-08-27T14:11:26.429000+00:00,11.6927,0.0811,0.3348,13,0,13,0,13,inf,A,1,65,8,0,0,
did:plc:fod5s5sjpftlmk4e2euu5hiq,mrclmb.ac.uk,mrclmb.ac.uk/news-events/articles/the-royal-society-awards-kelly-nguyen-francis-crick-medal,3mu2hau2yb22n,2026-08-27T08:41:34Z,"Kelly Nguyen, Group Leader in the LMB’s Structural Studies Division, has been awarded the 2027 Francis Crick Medal and Lecture from @royalsociety.org.
Read more about @kellythd-nguyen.bsky.social’s research on telomerase here: mrclmb.ac.uk/news-events/...
#LMBNews",3mu2hfe5s5s2n,2026-08-27T08:44:05Z,"Congratulations to the former LMB Group Leaders awarded prizes from @royalsociety.org!
KJ Patel has received the Buchanan Medal and Sarah Teichmann (@teichlab.bsky.social) has been awarded the Gabor Medal.
Read more here: mrclmb.ac.uk/news-events/...
Image: The Royal Society
#LMBAlumni",0.04,0.3750,0.3542,0.0141,0.0419,mrclmb.ac.uk/news-events/articles/the-royal-society-awards-kelly-nguyen-francis-crick-medal,,at://did:plc:fod5s5sjpftlmk4e2euu5hiq/app.bsky.feed.post/3mu2hau2yb22n,at://did:plc:fod5s5sjpftlmk4e2euu5hiq/app.bsky.feed.post/3mu2hfe5s5s2n,"Kelly Nguyen, Group Leader in the LMB’s Structural Studies Division, has been awarded the 2027 Francis Crick Medal and Lecture from @royalsociety.org.
Read more about @kellythd-nguyen.bsky.social’s research on telomerase here: mrclmb.ac.uk/news-events/...
#LMBNews","Congratulations to the former LMB Group Leaders awarded prizes from @royalsociety.org!
KJ Patel has received the Buchanan Medal and Sarah Teichmann (@teichlab.bsky.social) has been awarded the Gabor Medal.
Read more here: mrclmb.ac.uk/news-events/...
Image: The Royal Society
#LMBAlumni",2026-08-27T08:41:34.027000+00:00,2026-08-27T08:44:05.116000+00:00,0.042,0.3542,0.0141,13,0,13,0,13,inf,A,1,65,4,3,0,
did:plc:i3da53ktqoedmzsju57lo2ud,xxltwinks.bsky.social,xcit.top/xxltwinks,3mu2sik3kxp2q,2026-08-27T12:02:43Z,"Watch me get pounded deep and raw by this huge cock, begging for more of that hot cum!"" 😈🍆💦

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",3mu2vufm6jy26,2026-08-27T13:03:02Z,"Hard and desperate for daddy's cock, this twink slut will do anything to get fucked raw. #submissivetwink #filthyfuckto

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",1.01,0.3429,0.3125,0.4815,1.0053,xcit.top/xxltwinks,,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2sik3kxp2q,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2vufm6jy26,"Watch me get pounded deep and raw by this huge cock, begging for more of that hot cum!"" 😈🍆💦

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ","Hard and desperate for daddy's cock, this twink slut will do anything to get fucked raw. #submissivetwink #filthyfuckto

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",2026-08-27T12:02:43.041000+00:00,2026-08-27T13:03:02.202000+00:00,1.0053,0.3125,0.4815,0,13,13,0,13,inf,B,1,1,44,0,0,
did:plc:i3da53ktqoedmzsju57lo2ud,xxltwinks.bsky.social,xcit.top/xxltwinks,3mu2vufm6jy26,2026-08-27T13:03:02Z,"Hard and desperate for daddy's cock, this twink slut will do anything to get fucked raw. #submissivetwink #filthyfuckto

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",3mu2z7w4kys2a,2026-08-27T14:03:09Z,"Surrender your twink hole to my raw cock and let me claim you as mine.

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",1.00,0.3030,0.3,0.4677,1.0019,xcit.top/xxltwinks,,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2vufm6jy26,at://did:plc:i3da53ktqoedmzsju57lo2ud/app.bsky.feed.post/3mu2z7w4kys2a,"Hard and desperate for daddy's cock, this twink slut will do anything to get fucked raw. #submissivetwink #filthyfuckto

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ","Surrender your twink hole to my raw cock and let me claim you as mine.

Warning: it s addictive 🥵😵 https://xcit.top/xxltwinks 
#twink #gayporn ",2026-08-27T13:03:02.202000+00:00,2026-08-27T14:03:09.656000+00:00,1.0021,0.3,0.4677,13,1,13,1,12,13.0,A,1,44,2,0,0,
did:plc:a62d6gt7y5ya2pkesufdporv,falcom.co.jp,falcom.co.jp/sora2/special/tgs.html,3mtzz2pq6y22a,2026-08-27T04:27:35Z,"TOKYO GAME SHOW 2026
⚙ファルコム出展情報⚙
「空の軌跡 the 2nd」
遊撃士協会TGS支部オープン！

🎁ご来場いただいた方に
「ぷにぷに缶バッジ」をプレゼント
📷原寸大武器と撮影ができるフォトブースも！

▼詳細はこちら
www.falcom.co.jp/sora2/specia...
#TGS2026 #sora2nd #空の軌跡",3mtzzvjbly225,2026-08-27T04:42:34Z,"───────────━
東京ゲームショウ2026
━───────────

『空の軌跡 the 2nd』展示・フォトブースでは、
エステル＆ヨシュアの公式コスプレイヤーとして
kipiさん、おじぎさんが登場します✨

※原寸大武器を手に取って撮影をお楽しみいただくことも可能です📷

出展情報はこちら
▷ www.falcom.co.jp/sora2/specia...
#空の軌跡 #sora2nd #TGS2026",0.25,0.3548,0.1304,0.3217,0.2497,falcom.co.jp/sora2/special/tgs.html,,at://did:plc:a62d6gt7y5ya2pkesufdporv/app.bsky.feed.post/3mtzz2pq6y22a,at://did:plc:a62d6gt7y5ya2pkesufdporv/app.bsky.feed.post/3mtzzvjbly225,"TOKYO GAME SHOW 2026
⚙ファルコム出展情報⚙
「空の軌跡 the 2nd」
遊撃士協会TGS支部オープン！

🎁ご来場いただいた方に
「ぷにぷに缶バッジ」をプレゼント
📷原寸大武器と撮影ができるフォトブースも！

▼詳細はこちら
www.falcom.co.jp/sora2/specia...
#TGS2026 #sora2nd #空の軌跡","───────────━
東京ゲームショウ2026
━───────────

『空の軌跡 the 2nd』展示・フォトブースでは、
エステル＆ヨシュアの公式コスプレイヤーとして
kipiさん、おじぎさんが登場します✨

※原寸大武器を手に取って撮影をお楽しみいただくことも可能です📷

出展情報はこちら
▷ www.falcom.co.jp/sora2/specia...
#空の軌跡 #sora2nd #TGS2026",2026-08-27T04:27:35.767000+00:00,2026-08-27T04:42:34.966000+00:00,0.2498,0.1304,0.3217,13,3,13,3,10,4.3333,A,1,43,15,0,1,
did:plc:i7aox3qj5gv2bqvlclpwcw5u,wearequeeraf.com,wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism,3mu2vtf2wu62z,2026-08-27T13:02:28Z,"The move follows the brand's growing pivot away from news and current affairs journalism, and towards celebrity and 'trending' topics. 

📩 Understand more: https://www.wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism/#%F0%9F%93%B0-pinknews-redundancies",3mu34kivmye2j,2026-08-27T15:02:46Z,"The EHRC code “leaves insufficient scope for service providers to consider whether inclusive arrangements are lawful, justified and appropriate,” UN experts say

Source: https://www.wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism/#%F0%9F%8C%8D-un-warning",2.01,0.0488,0.0488,0.2848,2.005,wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism,,at://did:plc:i7aox3qj5gv2bqvlclpwcw5u/app.bsky.feed.post/3mu2vtf2wu62z,at://did:plc:i7aox3qj5gv2bqvlclpwcw5u/app.bsky.feed.post/3mu34kivmye2j,"The move follows the brand's growing pivot away from news and current affairs journalism, and towards celebrity and 'trending' topics. 

📩 Understand more: https://www.wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism/#%F0%9F%93%B0-pinknews-redundancies","The EHRC code “leaves insufficient scope for service providers to consider whether inclusive arrangements are lawful, justified and appropriate,” UN experts say

Source: https://www.wearequeeraf.com/understand-the-lgbtqia-news-what-are-the-challenges-facing-queer-journalism/#%F0%9F%8C%8D-un-warning",2026-08-27T13:02:28.064612+00:00,2026-08-27T15:02:46.162833+00:00,2.005,0.0488,0.2848,4,13,13,4,9,3.25,B,1,16,25,0,0,
did:plc:ifsuximqaivczh4fie2opnuk,liberalcurrents.com,liberalcurrents.com/extremely-online-2-0,3mu2qcyh6cs2x,2026-08-27T11:23:49Z,"“The epistemic and financial elite who spend all day online, exposing themselves to a pinhole view of screeching madness, and then using their power to drag that madness offline and into the lives of people who barely use social media.” www.liberalcurrents.com/extremely-on...",3mu32hnaggk2d,2026-08-27T14:25:22Z,"""The youngest internet users are reaching a level of social media abstention that approaches that of the oldest age cohorts… This points to a bleak future for social media, but also towards a present where whole vital swathes of the population are definitionally not Extremely Online.""",3.03,0.1385,0.1311,0.0626,3.0258,liberalcurrents.com/extremely-online-2-0,,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu2qcyh6cs2x,at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3mu32hnaggk2d,"“The epistemic and financial elite who spend all day online, exposing themselves to a pinhole view of screeching madness, and then using their power to drag that madness offline and into the lives of people who barely use social media.” www.liberalcurrents.com/extremely-on...","""The youngest internet users are reaching a level of social media abstention that approaches that of the oldest age cohorts… This points to a bleak future for social media, but also towards a present where whole vital swathes of the population are definitionally not Extremely Online.""",2026-08-27T11:23:49.407000+00:00,2026-08-27T14:25:22.843000+00:00,3.026,0.1311,0.0626,6,13,13,6,7,2.1667,B,1,31,51,3,4,
did:plc:mlan7kocyn37uzb25btjt2cc,bluevirginia.bsky.social,bluevirginia.us/2026/08/thursday-8-27-news-roundup-climate-crisis-likely-contributed-to-nepal-glacier-collapse-disaster-ratcliffe-went-to-moscow-to-warn-putin,3mu2qp5wods2m,2026-08-27T11:30:37Z,THIS is what AGs are bragging about? Hmmm... bluevirginia.us/2026/08/thur...,3mu2zytjelk2x,2026-08-27T14:17:06Z,EMILYs List Endorses @bethmacy.bsky.social for Virginia's 6th Congressional District in the Fight to Take Back the U.S. House Majority bluevirginia.us/2026/08/thur...,2.77,0.1471,0.1613,0.4593,2.7747,bluevirginia.us/2026/08/thursday-8-27-news-roundup-climate-crisis-likely-contributed-to-nepal-glacier-collapse-disaster-ratcliffe-went-to-moscow-to-warn-putin,,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu2qp5wods2m,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu2zytjelk2x,THIS is what AGs are bragging about? Hmmm... bluevirginia.us/2026/08/thur...,EMILYs List Endorses @bethmacy.bsky.social for Virginia's 6th Congressional District in the Fight to Take Back the U.S. House Majority bluevirginia.us/2026/08/thur...,2026-08-27T11:30:37.811000+00:00,2026-08-27T14:17:06.109000+00:00,2.7745,0.1613,0.4593,0,12,12,0,12,inf,B,1,4,41,1,0,
did:plc:flczgiu3a2jqmqlk54qnbf4c,sokuho.news,mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html,3mu2chkwceg2d,2026-08-27T07:15:50Z,"🛎️NNNより【速報】です。

【速報】福岡市でインフルエンザ流行入り 去年より2週間ほど早く
(2026-08-27 16:15) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",3mu2d2knwlh2d,2026-08-27T07:26:27Z,"🛎️NNNより【速報】です。

【速報】インフルエンザが早くも流行シーズン入り 過去10年で一番早い流行 北海道
(2026-08-27 16:26) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",0.18,0.5625,0.5333,0.7338,0.1769,mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html,,at://did:plc:flczgiu3a2jqmqlk54qnbf4c/app.bsky.feed.post/3mu2chkwceg2d,at://did:plc:flczgiu3a2jqmqlk54qnbf4c/app.bsky.feed.post/3mu2d2knwlh2d,"🛎️NNNより【速報】です。

【速報】福岡市でインフルエンザ流行入り 去年より2週間ほど早く
(2026-08-27 16:15) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html","🛎️NNNより【速報】です。

【速報】インフルエンザが早くも流行シーズン入り 過去10年で一番早い流行 北海道
(2026-08-27 16:26) #ニュース

😷感染症情報
🔗https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/index.html",2026-08-27T07:15:50.511000+00:00,2026-08-27T07:26:27.770000+00:00,0.177,0.5333,0.7338,0,12,12,0,12,inf,B,1,0,11,0,1,
did:plc:mlan7kocyn37uzb25btjt2cc,bluevirginia.bsky.social,bluevirginia.us/2026/08/thursday-8-27-news-roundup-climate-crisis-likely-contributed-to-nepal-glacier-collapse-disaster-ratcliffe-went-to-moscow-to-warn-putin,3mu2zytjelk2x,2026-08-27T14:17:06Z,EMILYs List Endorses @bethmacy.bsky.social for Virginia's 6th Congressional District in the Fight to Take Back the U.S. House Majority bluevirginia.us/2026/08/thur...,3mu35bcfzlk2p,2026-08-27T15:15:31Z,"SOOOOO true - misinformation, disinformation, ignorance, idiocy, trolling, rage baiting, etc. are rampant on social media, and there are no ""gatekeepers"" to stop it. And no, serious discussion/debate can't really exist in this environment. bluevirginia.us/2026/08/thur...",0.97,0.1455,0.1321,0.1679,0.9736,bluevirginia.us/2026/08/thursday-8-27-news-roundup-climate-crisis-likely-contributed-to-nepal-glacier-collapse-disaster-ratcliffe-went-to-moscow-to-warn-putin,,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu2zytjelk2x,at://did:plc:mlan7kocyn37uzb25btjt2cc/app.bsky.feed.post/3mu35bcfzlk2p,EMILYs List Endorses @bethmacy.bsky.social for Virginia's 6th Congressional District in the Fight to Take Back the U.S. House Majority bluevirginia.us/2026/08/thur...,"SOOOOO true - misinformation, disinformation, ignorance, idiocy, trolling, rage baiting, etc. are rampant on social media, and there are no ""gatekeepers"" to stop it. And no, serious discussion/debate can't really exist in this environment. bluevirginia.us/2026/08/thur...",2026-08-27T14:17:06.109000+00:00,2026-08-27T15:15:31.390000+00:00,0.9737,0.1321,0.1679,12,1,12,1,11,12.0,A,1,41,6,0,0,
